Modelo_Auto,Ano_Auto,ID_Modelo,Pais_Venta,Continente_Venta,Marca_Auto,Segmento_Auto,Es_Electrico,Tipo_Transmision,Es_Nuevo,Unidades_Vendidas,Total_Ventas
CX-5,2021,H9118-73,India,Asia,Mazda,SUV Compacto,No,Automático,No,3371,146490388.04
Camry,2015,H2156-62,Italia,Europa,Toyota,Sedan Mediano,No,Automático,No,308,105481279.5
F-150,2017,O2332-18,Australia,Oceanía,Ford,Pickup Grande,No,Manual,No,4718,44178612.69
F-150,2017,E8904-57,Sudáfrica,África,Ford,Pickup Grande,No,Manual,No,2461,168774630.93
CX-5,2018,M3106-32,España,Europa,Mazda,SUV Compacto,No,Manual,No,1525,28992739.47
CX-5,2024,S5180-15,Italia,Europa,Mazda,SUV Compacto,No,Automático,Sí,2268,26388270.52
C-Class,2018,V7233-34,Reino Unido,Europa,Mercedes-Benz,Sedan Premium,No,Automático,No,2202,60317872.06
Model 3,2023,Z5929-99,Reino Unido,Europa,Tesla,Sedan,Sí,Manual,Sí,1481,47612472.88
Fusion,2018,A4873-74,Estados Unidos,América,Ford,Sedan,No,Automático,No,3706,228117829.55
F-150,2019,E3014-75,Reino Unido,Europa,Ford,Pickup Grande,No,Manual,No,286,234656240.1
F-150,2015,T4048-87,Brasil,América,Ford,Pickup Grande,No,Automático,No,4756,106467139.9
Mustang,2020,J7130-22,Sudáfrica,África,Ford,Deportivo,No,Automático,No,3145,214544076.83
Sprinter,2018,F4534-99,Estados Unidos,América,Mercedes-Benz,Comercial,Sí,Automático,No,1372,42332774.23
Civic,2018,N3335-85,Francia,Europa,Honda,Compacto,No,Automático,No,1330,163529098.95
Mustang,2022,L6471-59,Australia,Oceanía,Ford,Deportivo,No,Manual,No,4252,81644415.23
RAV4,2018,R3061-70,Corea del Sur,Asia,Toyota,SUV Compacto,No,Automático,No,446,42587533.27
Mustang,2021,E1551-58,Argentina,América,Ford,Deportivo,No,Manual,No,1876,190564276.12
F-150,2016,H4241-62,Japón,Asia,Ford,Pickup Grande,No,Automático,No,3750,194972066.12
Kona,2015,N7723-81,Italia,Europa,Hyundai,SUV Subcompacto,No,Automático,No,3057,40677778.26
RAV4,2016,Q9286-53,India,Asia,Toyota,SUV Compacto,No,Manual,No,1849,181844051.09
Focus,2018,T1315-37,España,Europa,Ford,Compacto,Sí,Automático,No,4019,206781942.14
Cherokee,2022,Z4363-29,China,Asia,Jeep,SUV Mediano,No,Automático,No,1268,195113767.48
Corolla,2017,L3118-28,China,Asia,Toyota,Compacto,No,Automático,No,1128,110308193.74
Fusion,2021,L5770-83,Estados Unidos,América,Ford,Sedan,No,Automático,No,3029,143103856.25
Golf,2016,F1651-20,Brasil,América,Volkswagen,Compacto,No,Manual,No,4050,249509295.74
Focus,2015,K6549-98,Japón,Asia,Ford,Compacto,No,Automático,No,2267,211815408.97
CR-V,2017,R6440-89,España,Europa,Honda,SUV Compacto,No,Automático,No,3795,22903414.13
Silverado,2018,K6594-90,Estados Unidos,América,Chevrolet,Pickup Grande,No,Manual,No,4246,88923862.47
Q5,2017,W8607-39,Corea del Sur,Asia,Audi,SUV Premium,Sí,Manual,No,3466,75203156.09
3 Series,2022,R9674-69,Alemania,Europa,BMW,Sedan Premium,No,Manual,No,3163,154425628.73
CR-V,2019,M5084-56,Alemania,Europa,Honda,SUV Compacto,Sí,Automático,No,518,62870231.35
C-Class,2023,X6078-53,Brasil,América,Mercedes-Benz,Sedan Premium,No,Manual,Sí,599,31881119.99
Corolla,2022,F7951-76,Japón,Asia,Toyota,Compacto,No,Automático,No,1682,146065180.89
Fusion,2019,Y8713-78,Argentina,América,Ford,Sedan,No,Automático,No,2652,162514135.13
CX-5,2018,T6155-89,Italia,Europa,Mazda,SUV Compacto,No,Manual,No,4381,211246227.75
Tucson,2015,I7546-67,Reino Unido,Europa,Hyundai,SUV Compacto,No,Manual,No,1209,179218737.04
F-150,2021,Q3927-47,Japón,Asia,Ford,Pickup Grande,No,Automático,No,4623,181174495.82
Q5,2024,K1266-54,Australia,Oceanía,Audi,SUV Premium,No,Automático,Sí,2863,246109894.5
Tucson,2024,G3285-59,India,Asia,Hyundai,SUV Compacto,Sí,Automático,Sí,3782,82055418.67
Corolla,2019,R6484-11,México,América,Toyota,Compacto,No,Manual,No,4263,155115410.02
Focus,2018,E3689-31,Sudáfrica,África,Ford,Compacto,No,Automático,No,3614,92731325.11
Q5,2022,F4439-65,Reino Unido,Europa,Audi,SUV Premium,No,Manual,No,2197,13010602.82
Fusion,2020,O9347-79,Alemania,Europa,Ford,Sedan,No,Manual,No,4733,214962025.46
Fusion,2018,P9489-14,Japón,Asia,Ford,Sedan,No,Manual,No,1828,235949943.69
C-Class,2024,P2266-38,Canadá,América,Mercedes-Benz,Sedan Premium,No,Automático,Sí,4688,113413872.61
Q5,2015,U3452-95,México,América,Audi,SUV Premium,No,Automático,No,2128,242982015.24
Model 3,2018,A5593-78,Japón,Asia,Tesla,Sedan,Sí,Manual,No,4566,2108728.01
Focus,2017,E8374-18,México,América,Ford,Compacto,Sí,Automático,No,1461,233585002.74
Mustang,2017,X6795-18,India,Asia,Ford,Deportivo,No,Automático,No,3100,124554831.18
Tucson,2022,O2079-75,Italia,Europa,Hyundai,SUV Compacto,No,Automático,No,114,107302395.5
3 Series,2019,V5514-53,Brasil,América,BMW,Sedan Premium,No,Manual,No,601,27252607.76
Fusion,2022,H2834-35,India,Asia,Ford,Sedan,No,Manual,No,4555,102383038.73
Kona,2023,O6264-41,Australia,Oceanía,Hyundai,SUV Subcompacto,No,Automático,Sí,1867,228448785.25
Focus,2015,S4306-95,Australia,Oceanía,Ford,Compacto,No,Manual,No,599,64754482.13
Tucson,2018,B3408-54,India,Asia,Hyundai,SUV Compacto,No,Manual,No,1624,243965343.38
Cherokee,2024,Y5841-61,México,América,Jeep,SUV Mediano,No,Automático,Sí,4608,119804501.04
CX-5,2020,O1153-18,Sudáfrica,África,Mazda,SUV Compacto,No,Automático,No,534,30115081.45
Fusion,2023,M9512-69,España,Europa,Ford,Sedan,No,Manual,Sí,2027,40247360.67
CR-V,2023,L9785-37,Australia,Oceanía,Honda,SUV Compacto,No,Manual,Sí,4144,245204801.59
Sprinter,2020,Q7790-77,Canadá,América,Mercedes-Benz,Comercial,No,Automático,No,2236,192545842.38
CR-V,2022,J2769-20,China,Asia,Honda,SUV Compacto,No,Manual,No,958,67091198.72
Golf,2021,D9861-17,Italia,Europa,Volkswagen,Compacto,No,Manual,No,3448,55232465.95
Focus,2024,M1124-73,Sudáfrica,África,Ford,Compacto,No,Manual,Sí,1553,89633682.81
Civic,2024,P8000-26,España,Europa,Honda,Compacto,No,Automático,Sí,602,240252340.27
Tucson,2019,H6902-11,Australia,Oceanía,Hyundai,SUV Compacto,No,Automático,No,4911,156788044.9
Mustang,2018,V5750-22,Japón,Asia,Ford,Deportivo,No,Manual,No,4174,143334747.6
Civic,2018,Q4337-28,Alemania,Europa,Honda,Compacto,No,Automático,No,2321,112250820.78
Sprinter,2019,R2719-76,Canadá,América,Mercedes-Benz,Comercial,No,Automático,No,3774,234719884.9
CX-5,2015,M9628-40,Alemania,Europa,Mazda,SUV Compacto,No,Manual,No,3501,196906752.04
Silverado,2024,O4834-33,México,América,Chevrolet,Pickup Grande,No,Automático,Sí,658,110988033.51
3 Series,2017,F8468-27,Francia,Europa,BMW,Sedan Premium,No,Manual,No,3452,12802344.62
Q5,2019,U5970-35,Corea del Sur,Asia,Audi,SUV Premium,No,Automático,No,1555,237313878.39
Fusion,2018,V7376-44,España,Europa,Ford,Sedan,No,Manual,No,2523,117572797.72
Mustang,2022,G7940-29,Italia,Europa,Ford,Deportivo,No,Manual,No,4718,44594221.21
Kona,2017,Y1928-62,Estados Unidos,América,Hyundai,SUV Subcompacto,No,Automático,No,133,46942023.85
Mustang,2024,S6045-30,Reino Unido,Europa,Ford,Deportivo,No,Manual,Sí,3894,184164585.97
F-150,2020,E7011-54,Corea del Sur,Asia,Ford,Pickup Grande,No,Automático,No,2084,34700739.56
Mustang,2022,G9091-15,Australia,Oceanía,Ford,Deportivo,No,Automático,No,997,222906648.58
3 Series,2023,A2284-68,Brasil,América,BMW,Sedan Premium,No,Manual,Sí,4534,152945469.01
Golf,2019,Q4088-41,España,Europa,Volkswagen,Compacto,No,Automático,No,4535,90570529.07
Kona,2017,T1565-22,Argentina,América,Hyundai,SUV Subcompacto,Sí,Automático,No,387,190876843.85
Cherokee,2021,W8554-63,Alemania,Europa,Jeep,SUV Mediano,No,Manual,No,4177,245199918.3
Corolla,2019,N2416-50,Reino Unido,Europa,Toyota,Compacto,No,Automático,No,4269,6541540.15
Mustang,2019,D2735-11,Estados Unidos,América,Ford,Deportivo,No,Manual,No,897,73672532.87
C-Class,2021,H1803-27,Sudáfrica,África,Mercedes-Benz,Sedan Premium,No,Automático,No,1222,64522262.22
3 Series,2021,Z2474-47,China,Asia,BMW,Sedan Premium,No,Automático,No,2535,144211895.17
Golf,2018,T8546-53,Canadá,América,Volkswagen,Compacto,No,Manual,No,4355,157203179.69
Civic,2024,Y4697-34,Francia,Europa,Honda,Compacto,No,Manual,Sí,1719,71016966.62
Focus,2020,X2064-18,Estados Unidos,América,Ford,Compacto,No,Manual,No,4099,91163848.0
Mustang,2023,O3204-10,México,América,Ford,Deportivo,No,Automático,Sí,2589,131111775.08
Tucson,2022,Z8045-29,Estados Unidos,América,Hyundai,SUV Compacto,No,Automático,No,1345,212785885.36
CR-V,2020,E8917-93,India,Asia,Honda,SUV Compacto,No,Automático,No,2634,236063187.47
Model 3,2016,X4557-85,Sudáfrica,África,Tesla,Sedan,Sí,Manual,No,1914,80387077.48
Camry,2018,C6733-73,Argentina,América,Toyota,Sedan Mediano,No,Automático,No,2994,20171190.62
Cherokee,2017,K3048-22,Francia,Europa,Jeep,SUV Mediano,No,Manual,No,3441,204921814.12
Kona,2020,Q4679-47,Alemania,Europa,Hyundai,SUV Subcompacto,No,Manual,No,4474,129857885.85
Silverado,2015,U9861-34,China,Asia,Chevrolet,Pickup Grande,No,Manual,No,62,180571302.3
Mustang,2023,S8550-53,Alemania,Europa,Ford,Deportivo,No,Automático,Sí,2804,165137424.41
Silverado,2017,M9902-74,Alemania,Europa,Chevrolet,Pickup Grande,No,Manual,No,3854,246766274.68
Kona,2017,H2665-69,Italia,Europa,Hyundai,SUV Subcompacto,No,Automático,No,759,70417819.46
3 Series,2017,G6690-45,Alemania,Europa,BMW,Sedan Premium,Sí,Manual,No,4646,109148648.71
Sprinter,2019,N4496-14,Italia,Europa,Mercedes-Benz,Comercial,No,Automático,No,2780,202631628.57
F-150,2024,A6761-24,Brasil,América,Ford,Pickup Grande,No,Automático,Sí,2726,106500600.18
Golf,2016,E3663-64,Brasil,América,Volkswagen,Compacto,No,Manual,No,1553,212244848.79
Cherokee,2018,L3399-33,India,Asia,Jeep,SUV Mediano,No,Automático,No,4670,21256354.46
Golf,2021,U3414-54,México,América,Volkswagen,Compacto,No,Automático,No,4790,39528510.79
Camry,2023,N9565-56,Reino Unido,Europa,Toyota,Sedan Mediano,No,Manual,Sí,2069,210102427.31
RAV4,2016,Z3534-58,España,Europa,Toyota,SUV Compacto,No,Manual,No,2189,157299761.56
Q5,2018,T8179-23,España,Europa,Audi,SUV Premium,No,Automático,No,3814,214990405.06
Golf,2019,V7552-97,Francia,Europa,Volkswagen,Compacto,No,Manual,No,4485,151781034.43
F-150,2017,M1322-26,Sudáfrica,África,Ford,Pickup Grande,No,Automático,No,2974,2059620.01
3 Series,2018,S9062-35,Argentina,América,BMW,Sedan Premium,Sí,Automático,No,4639,156059220.91
C-Class,2023,I8742-52,España,Europa,Mercedes-Benz,Sedan Premium,No,Manual,Sí,2232,219011996.28
3 Series,2018,U9158-60,China,Asia,BMW,Sedan Premium,No,Manual,No,2920,103968947.36
F-150,2018,L2053-86,India,Asia,Ford,Pickup Grande,No,Manual,No,1881,65103898.01
Mustang,2016,W9380-31,China,Asia,Ford,Deportivo,No,Manual,No,1985,60262717.44
3 Series,2023,Y2976-15,Sudáfrica,África,BMW,Sedan Premium,No,Automático,Sí,3775,99167035.39
Cherokee,2019,J6298-99,Sudáfrica,África,Jeep,SUV Mediano,No,Automático,No,4217,42890792.65
Silverado,2020,P4285-24,Japón,Asia,Chevrolet,Pickup Grande,No,Manual,No,4521,44945264.26
Golf,2017,X4726-72,Japón,Asia,Volkswagen,Compacto,No,Automático,No,4458,181534491.35
Corolla,2018,P4912-92,Corea del Sur,Asia,Toyota,Compacto,No,Automático,No,4077,231562537.75
Focus,2020,H7258-67,Italia,Europa,Ford,Compacto,No,Manual,No,4665,77085758.09
3 Series,2016,F5954-72,México,América,BMW,Sedan Premium,No,Manual,No,1872,67405433.29
CX-5,2017,I2962-88,Sudáfrica,África,Mazda,SUV Compacto,No,Automático,No,4053,42613757.63
Camry,2023,H8897-63,India,Asia,Toyota,Sedan Mediano,No,Automático,Sí,4808,232408773.21
Camry,2021,B9751-28,India,Asia,Toyota,Sedan Mediano,No,Manual,No,1521,87929395.13
Golf,2020,H6234-51,China,Asia,Volkswagen,Compacto,No,Automático,No,3906,128557084.18
Corolla,2024,U7497-29,España,Europa,Toyota,Compacto,No,Manual,Sí,669,39812408.59
Mustang,2015,Y2518-84,Corea del Sur,Asia,Ford,Deportivo,No,Manual,No,2661,61189918.02
Focus,2017,T1816-49,Estados Unidos,América,Ford,Compacto,No,Automático,No,1510,249214132.69
Fusion,2016,K7124-80,Australia,Oceanía,Ford,Sedan,No,Manual,No,1198,171596484.94
F-150,2021,C8599-14,Australia,Oceanía,Ford,Pickup Grande,No,Automático,No,4452,43469577.11
C-Class,2018,F1410-62,Canadá,América,Mercedes-Benz,Sedan Premium,No,Manual,No,2229,69661727.15
Civic,2024,L1705-45,Reino Unido,Europa,Honda,Compacto,No,Manual,Sí,805,105521322.75
C-Class,2024,L8545-83,Estados Unidos,América,Mercedes-Benz,Sedan Premium,No,Automático,Sí,3011,8847312.7
Cherokee,2018,V7450-99,Estados Unidos,América,Jeep,SUV Mediano,No,Automático,No,3070,172517498.92
Silverado,2021,R6137-96,España,Europa,Chevrolet,Pickup Grande,No,Automático,No,196,153493081.27
Q5,2021,B8237-34,China,Asia,Audi,SUV Premium,Sí,Automático,No,208,63008984.28
CX-5,2016,H8403-14,Alemania,Europa,Mazda,SUV Compacto,No,Automático,No,4433,167492094.81
Civic,2018,E4193-95,Australia,Oceanía,Honda,Compacto,No,Manual,No,277,192045501.31
Fusion,2021,A2356-70,España,Europa,Ford,Sedan,No,Manual,No,2382,216519108.27
Q5,2015,J8591-84,Estados Unidos,América,Audi,SUV Premium,Sí,Automático,No,4976,10738222.41
Kona,2017,I9830-86,Reino Unido,Europa,Hyundai,SUV Subcompacto,No,Manual,No,3462,15329161.17
Cherokee,2024,H4145-60,Estados Unidos,América,Jeep,SUV Mediano,No,Manual,Sí,4228,217347572.75
Mustang,2021,O7392-63,Francia,Europa,Ford,Deportivo,No,Automático,No,976,57724804.42
Tucson,2019,R7458-27,México,América,Hyundai,SUV Compacto,No,Manual,No,99,74709586.87
Q5,2017,W7912-38,Estados Unidos,América,Audi,SUV Premium,Sí,Manual,No,2495,141395214.14
Camry,2024,Q4090-69,Japón,Asia,Toyota,Sedan Mediano,No,Automático,Sí,3382,105370537.51
Camry,2017,W9259-40,México,América,Toyota,Sedan Mediano,No,Automático,No,3255,81183471.63
Sprinter,2016,B9290-10,Canadá,América,Mercedes-Benz,Comercial,No,Manual,No,98,53264824.67
RAV4,2019,A2370-20,Reino Unido,Europa,Toyota,SUV Compacto,No,Automático,No,550,177840764.06
3 Series,2021,A5627-72,Estados Unidos,América,BMW,Sedan Premium,No,Manual,No,3560,179320647.56
Civic,2018,Y5048-32,Japón,Asia,Honda,Compacto,No,Automático,No,2404,5812874.42
CX-5,2022,A4611-85,China,Asia,Mazda,SUV Compacto,No,Manual,No,4343,137441567.18
Cherokee,2018,T7396-29,España,Europa,Jeep,SUV Mediano,No,Manual,No,2021,147675251.54
CR-V,2021,J4893-35,Argentina,América,Honda,SUV Compacto,No,Manual,No,4438,200330071.67
Sprinter,2016,X1617-20,India,Asia,Mercedes-Benz,Comercial,No,Automático,No,1689,246746258.64
Civic,2022,M4844-34,Corea del Sur,Asia,Honda,Compacto,No,Manual,No,4698,139133842.29
Camry,2015,H7160-67,China,Asia,Toyota,Sedan Mediano,No,Manual,No,3389,242108323.8
Fusion,2021,S7146-64,India,Asia,Ford,Sedan,No,Manual,No,1868,138980726.57
Tucson,2021,C3381-51,Corea del Sur,Asia,Hyundai,SUV Compacto,No,Manual,No,1073,43803798.99
Corolla,2020,G6591-27,China,Asia,Toyota,Compacto,No,Manual,No,542,165935710.62
Tucson,2021,F2188-17,Brasil,América,Hyundai,SUV Compacto,No,Manual,No,1003,197028283.8
RAV4,2022,Q2106-88,Argentina,América,Toyota,SUV Compacto,No,Manual,No,1162,153869993.81
CR-V,2020,A9816-92,Italia,Europa,Honda,SUV Compacto,No,Automático,No,628,154572957.03
Sprinter,2023,J6488-20,Corea del Sur,Asia,Mercedes-Benz,Comercial,No,Manual,Sí,3072,210942404.33
Golf,2019,E2768-66,Corea del Sur,Asia,Volkswagen,Compacto,Sí,Automático,No,821,38673888.02
Model 3,2024,R5120-65,España,Europa,Tesla,Sedan,Sí,Automático,Sí,317,14098722.5
Tucson,2021,U1107-28,Brasil,América,Hyundai,SUV Compacto,No,Manual,No,793,49168683.08
Sprinter,2021,M3202-70,Brasil,América,Mercedes-Benz,Comercial,No,Manual,No,4293,55293421.3
RAV4,2017,T2936-21,Argentina,América,Toyota,SUV Compacto,No,Automático,No,376,64784701.29
Silverado,2018,N5889-77,Corea del Sur,Asia,Chevrolet,Pickup Grande,No,Automático,No,765,94578423.74
Civic,2015,R8080-17,Argentina,América,Honda,Compacto,No,Automático,No,4833,18170026.51
Fusion,2019,R8955-15,Australia,Oceanía,Ford,Sedan,No,Automático,No,3024,17668083.79
F-150,2016,U9214-61,China,Asia,Ford,Pickup Grande,No,Manual,No,3259,208154697.57
Tucson,2015,D2670-43,Francia,Europa,Hyundai,SUV Compacto,Sí,Manual,No,439,11132320.18
F-150,2019,C5613-61,México,América,Ford,Pickup Grande,No,Automático,No,2982,40462294.03
Silverado,2019,J7504-14,España,Europa,Chevrolet,Pickup Grande,No,Manual,No,2469,144581311.24
Cherokee,2024,X3553-93,Sudáfrica,África,Jeep,SUV Mediano,No,Manual,Sí,4619,32308141.85
Q5,2023,Q3607-75,Estados Unidos,América,Audi,SUV Premium,No,Manual,Sí,3174,103487130.8
Silverado,2015,M8400-81,Corea del Sur,Asia,Chevrolet,Pickup Grande,No,Automático,No,2116,26231903.59
Cherokee,2018,C5942-61,Argentina,América,Jeep,SUV Mediano,No,Manual,No,4958,197266747.76
3 Series,2018,D7905-92,Argentina,América,BMW,Sedan Premium,No,Manual,No,2663,112344276.07
Camry,2024,K1814-58,Argentina,América,Toyota,Sedan Mediano,No,Automático,Sí,2174,181677908.81
RAV4,2021,O6646-30,México,América,Toyota,SUV Compacto,No,Manual,No,523,211128424.13
Silverado,2018,I8080-54,Francia,Europa,Chevrolet,Pickup Grande,No,Automático,No,2153,29698973.91
Tucson,2022,K3399-83,Australia,Oceanía,Hyundai,SUV Compacto,No,Manual,No,4903,41665473.69
Model 3,2016,W7590-87,Sudáfrica,África,Tesla,Sedan,Sí,Automático,No,3350,106826072.86
Silverado,2024,J4881-19,India,Asia,Chevrolet,Pickup Grande,No,Automático,Sí,461,122698921.65
Fusion,2022,C4247-43,Japón,Asia,Ford,Sedan,No,Manual,No,4858,107321599.55
Model 3,2022,Q3805-83,Corea del Sur,Asia,Tesla,Sedan,Sí,Manual,No,1624,2392245.79
Silverado,2021,F1668-35,Italia,Europa,Chevrolet,Pickup Grande,No,Automático,No,4434,177145780.05
Tucson,2018,X1857-47,Canadá,América,Hyundai,SUV Compacto,No,Automático,No,2073,13919787.4
F-150,2022,E8910-28,China,Asia,Ford,Pickup Grande,No,Automático,No,2515,90692780.49
Silverado,2024,T1498-78,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Manual,Sí,2238,108062481.75
Corolla,2021,E8181-12,Canadá,América,Toyota,Compacto,No,Automático,No,4869,210062038.09
Camry,2021,K8862-27,Corea del Sur,Asia,Toyota,Sedan Mediano,No,Manual,No,2300,33535267.57
Fusion,2022,H1239-37,Japón,Asia,Ford,Sedan,No,Manual,No,4435,37523710.44
Mustang,2016,G9716-33,China,Asia,Ford,Deportivo,No,Automático,No,1954,240309551.9
3 Series,2023,Z4336-95,Italia,Europa,BMW,Sedan Premium,No,Manual,Sí,4152,93659135.74
CR-V,2018,X1514-38,India,Asia,Honda,SUV Compacto,No,Automático,No,3934,180324200.7
CR-V,2024,A8986-39,Reino Unido,Europa,Honda,SUV Compacto,No,Manual,Sí,4227,17014480.06
Sprinter,2024,H8373-37,Australia,Oceanía,Mercedes-Benz,Comercial,No,Automático,Sí,2759,210445799.57
Silverado,2017,V6239-45,Francia,Europa,Chevrolet,Pickup Grande,No,Manual,No,2170,187096086.33
3 Series,2018,B1363-75,Estados Unidos,América,BMW,Sedan Premium,No,Automático,No,4310,42889499.77
RAV4,2020,Q2443-80,Argentina,América,Toyota,SUV Compacto,Sí,Automático,No,741,190815478.76
Fusion,2016,F2585-27,Estados Unidos,América,Ford,Sedan,No,Automático,No,3524,68133185.53
Tucson,2024,C7316-32,Francia,Europa,Hyundai,SUV Compacto,No,Manual,Sí,1853,75356709.18
Mustang,2019,Y4962-67,Argentina,América,Ford,Deportivo,No,Manual,No,2380,166417311.8
Model 3,2024,A7377-90,India,Asia,Tesla,Sedan,Sí,Automático,Sí,1733,85846772.65
Camry,2017,A2801-64,China,Asia,Toyota,Sedan Mediano,No,Manual,No,1096,42209979.74
Silverado,2020,Q5410-15,Japón,Asia,Chevrolet,Pickup Grande,No,Manual,No,2668,22195764.25
Fusion,2021,B7066-11,Alemania,Europa,Ford,Sedan,No,Manual,No,950,59503622.08
3 Series,2018,C8878-48,España,Europa,BMW,Sedan Premium,Sí,Automático,No,4666,25622708.03
Mustang,2021,B2117-69,Canadá,América,Ford,Deportivo,No,Manual,No,105,12442457.5
Q5,2023,S7591-36,India,Asia,Audi,SUV Premium,No,Automático,Sí,1571,61810588.09
RAV4,2017,D5921-77,México,América,Toyota,SUV Compacto,No,Automático,No,2973,21449291.35
Kona,2017,W2448-92,Reino Unido,Europa,Hyundai,SUV Subcompacto,No,Manual,No,3482,7318141.66
Golf,2017,J3306-57,China,Asia,Volkswagen,Compacto,No,Automático,No,854,225500049.86
Kona,2015,D7096-63,Japón,Asia,Hyundai,SUV Subcompacto,No,Automático,No,4685,82048154.13
CR-V,2016,K9394-10,Australia,Oceanía,Honda,SUV Compacto,No,Manual,No,4329,195153211.65
Silverado,2022,Q1480-16,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Manual,No,3126,116335623.59
RAV4,2023,D2724-65,México,América,Toyota,SUV Compacto,Sí,Manual,No,2910,84864142.56
CR-V,2022,N9820-41,Estados Unidos,América,Honda,SUV Compacto,Sí,Manual,No,4058,43983741.41
Corolla,2022,X4619-66,España,Europa,Toyota,Compacto,Sí,Manual,No,2416,195270532.84
Kona,2018,T2982-80,Alemania,Europa,Hyundai,SUV Subcompacto,No,Manual,No,2773,83283524.01
CX-5,2022,Q1085-35,Corea del Sur,Asia,Mazda,SUV Compacto,No,Automático,No,2917,219040674.78
Fusion,2018,G6649-70,Estados Unidos,América,Ford,Sedan,No,Automático,No,4214,126134223.33
Model 3,2019,J3383-88,Alemania,Europa,Tesla,Sedan,Sí,Automático,No,2691,213118472.94
Tucson,2024,X3352-30,México,América,Hyundai,SUV Compacto,No,Manual,Sí,2635,169661982.64
Q5,2020,M9321-42,México,América,Audi,SUV Premium,No,Automático,No,1320,105462463.06
RAV4,2020,Q5156-99,China,Asia,Toyota,SUV Compacto,No,Manual,No,2804,26484311.2
Fusion,2016,N6732-68,Sudáfrica,África,Ford,Sedan,No,Automático,No,1638,80334921.63
Civic,2022,O7238-14,Alemania,Europa,Honda,Compacto,No,Manual,No,1075,247523773.0
Mustang,2022,T5141-47,España,Europa,Ford,Deportivo,No,Manual,No,3136,231772361.64
Tucson,2015,O1961-29,Estados Unidos,América,Hyundai,SUV Compacto,Sí,Automático,No,124,142521824.03
Silverado,2021,X8539-85,Argentina,América,Chevrolet,Pickup Grande,No,Automático,No,1578,236247804.03
Corolla,2022,Q4160-51,China,Asia,Toyota,Compacto,No,Manual,No,3215,171095459.55
